Mã,Tên,Cấp,Nghị quyết,Mã TP,Tỉnh / Thành Phố
26782,Phường Tân Thới Hiệp,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26785,Phường Trung Mỹ Tây,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26791,Phường Đông Hưng Thuận,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26800,Phường Linh Xuân,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26803,Phường Tam Bình,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26809,Phường Hiệp Bình,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26824,Phường Thủ Đức,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26833,Phường Long Bình,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26842,Phường Tăng Nhơn Phú,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26848,Phường Phước Long,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26857,Phường Long Phước,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26860,Phường Long Trường,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26876,Phường An Nhơn,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26878,Phường An Hội Đông,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26882,Phường An Hội Tây,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26884,Phường Gò Vấp,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26890,Phường Hạnh Thông,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26898,Phường Thông Tây Hội,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26905,Phường Bình Lợi Trung,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26911,Phường Bình Quới,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26929,Phường Bình Thạnh,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26944,Phường Gia Định,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26956,Phường Thạnh Mỹ Tây,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26968,Phường Tân Sơn Nhất,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26977,Phường Tân Sơn Hòa,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26983,Phường Bảy Hiền,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
26995,Phường Tân Hòa,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27004,Phường Tân Bình,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27007,Phường Tân Sơn,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27013,Phường Tây Thạnh,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27019,Phường Tân Sơn Nhì,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27022,Phường Phú Thọ Hòa,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27028,Phường Phú Thạnh,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27031,Phường Tân Phú,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27043,Phường Đức Nhuận,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27058,Phường Cầu Kiệu,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27073,Phường Phú Nhuận,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27094,Phường An Khánh,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27097,Phường Bình Trưng,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27112,Phường Cát Lái,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27139,Phường Xuân Hòa,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27142,Phường Nhiêu Lộc,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27154,Phường Bàn Cờ,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27163,Phường Hòa Hưng,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27169,Phường Diên Hồng,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27190,Phường Vườn Lài,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27211,Phường Hòa Bình,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27226,Phường Phú Thọ,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27232,Phường Bình Thới,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27238,Phường Minh Phụng,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27259,Phường Xóm Chiếu,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27265,Phường Khánh Hội,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27286,Phường Vĩnh Hội,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27301,Phường Chợ Quán,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27316,Phường An Đông,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27343,Phường Chợ Lớn,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27349,Phường Phú Lâm,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27364,Phường Bình Phú,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27367,Phường Bình Tây,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27373,Phường Bình Tiên,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27418,Phường Chánh Hưng,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27424,Phường Bình Đông,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27427,Phường Phú Định,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27439,Phường Bình Hưng Hòa,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27442,Phường Bình Tân,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27448,Phường Bình Trị Đông,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27457,Phường Tân Tạo,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27460,Phường An Lạc,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27475,Phường Tân Hưng,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27478,Phường Tân Thuận,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27484,Phường Phú Thuận,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27487,Phường Tân Mỹ,Phường,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27496,Xã Tân An Hội,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27508,Xã An Nhơn Tây,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27511,Xã Nhuận Đức,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27526,Xã Thái Mỹ,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27541,Xã Phú Hòa Đông,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27544,Xã Bình Mỹ,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27553,Xã Củ Chi,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27559,Xã Hóc Môn,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27568,Xã Đông Thạnh,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27577,Xã Xuân Thới Sơn,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27592,Xã Bà Điểm,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27595,Xã Tân Nhựt,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27601,Xã Vĩnh Lộc,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27604,Xã Tân Vĩnh Lộc,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27610,Xã Bình Lợi,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27619,Xã Bình Hưng,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27628,Xã Hưng Long,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27637,Xã Bình Chánh,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27655,Xã Nhà Bè,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27658,Xã Hiệp Phước,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27664,Xã Cần Giờ,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27667,Xã Bình Khánh,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27673,Xã An Thới Đông,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
27676,Xã Thạnh An,Xã,Số: 1685/NQ-UBTVQH15; Ngày: 16/06/2025,79,Thành phố Hồ Chí Minh
25459,Phường Tân Ninh,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25480,Phường Bình Minh,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25486,Xã Tân Biên,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25489,Xã Tân Lập,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25498,Xã Thạnh Bình,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25510,Xã Trà Vong,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25516,Xã Tân Châu,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25522,Xã Tân Đông,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25525,Xã Tân Hội,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25531,Xã Tân Hòa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25534,Xã Tân Thành,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25549,Xã Tân Phú,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25552,Xã Dương Minh Châu,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25567,Phường Ninh Thạnh,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25573,Xã Cầu Khởi,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25579,Xã Lộc Ninh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25585,Xã Châu Thành,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25588,Xã Hảo Đước  ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25591,Xã Phước Vinh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25606,Xã Hòa Hội,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25621,Xã Ninh Điền,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25630,Phường Long Hoa,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25633,Phường Thanh Điền,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25645,Phường Hòa Thành,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25654,Phường Gò Dầu,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25657,Xã Thạnh Đức,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25663,Xã Phước Thạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25666,Xã Truông Mít,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25672,Phường Gia Lộc,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25681,Xã Bến Cầu,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25684,Xã Long Chữ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25702,Xã Long Thuận,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25708,Phường Trảng Bàng,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25711,Xã Hưng Thuận,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25729,Xã Phước Chỉ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
25732,Phường An Tịnh,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27694,Phường Long An,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27712,Phường Tân An,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27715,Phường Khánh Hậu ,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27721,Xã Tân Hưng,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27727,Xã Hưng Điền,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27736,Xã Vĩnh Thạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27748,Xã Vĩnh Châu,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27757,Xã Vĩnh Hưng,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27763,Xã Khánh Hưng,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27775,Xã Tuyên Bình,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27787,Phường Kiến Tường,Phường,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27793,Xã Bình Hiệp,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27811,Xã Bình Hòa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27817,Xã Tuyên Thạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27823,Xã Mộc Hóa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27826,Xã Tân Thạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27838,Xã Nhơn Hòa Lập,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27841,Xã Hậu Thạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27856,Xã Nhơn Ninh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27865,Xã Thạnh Hóa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27868,Xã Bình Thành,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27877,Xã Thạnh Phước,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27889,Xã Tân Tây,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27898,Xã Đông Thành,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27907,Xã Mỹ Quý,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27925,Xã Đức Huệ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27931,Xã Hậu Nghĩa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27937,Xã Đức Hòa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27943,Xã An Ninh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27952,Xã Hiệp Hòa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27964,Xã Đức Lập,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27976,Xã Mỹ Hạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27979,Xã Hòa Khánh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27991,Xã Bến Lức,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
27994,Xã Thạnh Lợi,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28003,Xã Lương Hòa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28015,Xã Bình Đức,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28018,Xã Mỹ Yên,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28036,Xã Thủ Thừa,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28051,Xã Mỹ Thạnh,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28066,Xã Mỹ An,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28072,Xã Tân Long,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28075,Xã Tân Trụ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28087,Xã Nhựt Tảo,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28093,Xã Vàm Cỏ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28108,Xã Cần Đước,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28114,Xã Rạch Kiến,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28126,Xã Long Cang,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28132,Xã Mỹ Lệ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28138,Xã Tân Lân,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28144,Xã Long Hựu,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28159,Xã Cần Giuộc,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28165,Xã Phước Lý,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28177,Xã Mỹ Lộc,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28201,Xã Phước Vĩnh Tây,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28207,Xã Tân Tập,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28210,Xã Tầm Vu,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28222,Xã Vĩnh Công,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28225,Xã Thuận Mỹ,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28243,Xã An Lục Long,Xã,Số: 1682/NQ-UBTVQH15; Ngày: 16/06/2025,80,Tỉnh Tây Ninh
28249,Phường Đạo Thạnh,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28261,Phường Mỹ Tho,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28270,Phường Thới Sơn,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28273,Phường Mỹ Phong,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28285,Phường Trung An,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28297,Phường Long Thuận,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28306,Phường Gò Công,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28315,Phường Bình Xuân,Phường,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28321,Xã Tân Phước 1,Xã,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28327,Xã Tân Phước 2,Xã,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28336,Xã Hưng Thạnh,Xã,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28345,Xã Tân Phước 3,Xã,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28360,Xã Cái Bè,Xã,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
28366,Xã Hậu Mỹ,Xã,Số: 1663/NQ-UBTVQH15; Ngày: 16/06/2025,82,Tỉnh Đồng Tháp
